bente	b e n t e
halukipkip	h a l u k i p k i p
eskaparate	ʔ e s k a p a ɾ a t e
maanimo	m a ʔ a n i m o
pampano	p a m p a n o
emperyo	ʔ e m p e ɾ j o
panainga	p a n a ʔ i ŋ a
idolatriya	ʔ i d o l a t ɾ i a
malakawayan	m a l a k a w a j a n
bertdey	b e ɾ t d e j
alahuy	ʔ a l a h u j
mabalasik	m a b a l a s i k
talohimig	t a l o h i m i ɡ
agiw	ʔ a ɡ i w
dormedanyo	d o ɾ m e d a n j o
byanda	b j a n d a
dambong	d a m b o ŋ
mangawit	m a ŋ a w i t
magdebate	m a ɡ d e b a t e
lingo	l i ŋ o
linlang	l i n l a ŋ
silidkapnayan	s i l i d k a p n a j a n
namamakyu	n a m a m a k j u
sinuliran	s i n u l i ɾ a n
ansyana	ʔ a n s j a n a
kutiyam	k u t i a m
ekinoks	ʔ e k i n o k s
kutsinilyo	k u t͡ʃ i n i l j o
sikmura	s i k m u ɾ a ʔ
makipagkantahan	m a k i p a ɡ k a n t a h a n
ibenta	ʔ i b e n t a
kulatain	k u l a t a ʔ i n
isalba	ʔ i s a l b a
ibibigay	ʔ i b i b i ɡ a j
luntian	l u n t i ʔ a n
absulbi	ʔ a b s u l b i
koryentehin	k o ɾ j e n t e h i n
basaan	b a s a ʔ a n
pilosopya	p i l o s o p j a
magugulatin	m a ɡ u ɡ u l a t i n
labsan	l a b s a n
bansalagin	b a n s a l a ɡ i n
kalamak	k a l a m a k
uslak	ʔ u s l a k
almirante	ʔ a l m i ɾ a n t e
dalwa	d a l w a
humalik	h u m a l i k
manununog	m a n u n u n o ɡ
gangster	ɡ a ŋ s t e ɾ
talikba	t a l i k b a
kalkulasyon	k a l k u l a s j o n
benesyana	b e n e s j a n a
maglingkod	m a ɡ l i ŋ k o d
nina	n i n a
sindak	s i n d a k
putoseko	p u t o s e k o
desodorante	d e s ʔ o d o ɾ a n t e
latiti	l a t i t i ʔ
bahura	b a h u ɾ a
lilom	l i l o m
independensiya	ʔ i n d e p e n d e n s i a
suporta	s u p o ɾ t a
antimonarkiko	ʔ a n t i m o n a ɾ k i k o
kontrabida	k o n t ɾ a b i d a
syota	s j o t a ʔ
ahasnatulog	ʔ a h a s n a t u l o ɡ
alpasutis	ʔ a l p a s u t i s
lawaspangkalawakan	l a w a s p a ŋ k a l a w a k a n
magpalaganap	m a ɡ p a l a ɡ a n a p
ilusibo	ʔ i l u s i b o
gayahin	ɡ a j a h i n
manikurista	m a n i k u ɾ i s t a
panauhingpandangal	p a n a ʔ u h i ŋ p a n d a ŋ a l
sagimsim	s a ɡ i m s i m
planetaryum	p l a n e t a ɾ j u m
imperensiya	ʔ i m p e ɾ e n s i a
lawinlawinan	l a w i n l a w i n a n
kapittuko	k a p i t t u k o ʔ
polyo	p o l j o
negosyante	n e ɡ o s j a n t e
haypotesis	h a j p o t e s i s
bahagi	b a h a ɡ i
tagabasa	t a ɡ a b a s a
alkitran	ʔ a l k i t ɾ a n
utilitaryanismo	ʔ u t i l i t a ɾ j a n i s m o
butibutikian	b u t i b u t i k i ʔ a n
lagwa	l a ɡ w a
bagongtao	b a ɡ o ŋ t a ʔ o
kapirayt	k a p i ɾ a j t
magpasulat	m a ɡ p a s u l a t
antiespasmodiko	ʔ a n t i ʔ e s p a s m o d i k o
pauwiin	p a ʔ u i ʔ i n
sayantis	s a j a n t i s
ilikha	ʔ i l i k h a ʔ
malambot	m a l a m b o t
nais	n a ʔ i s
priter	p ɾ i t e ɾ
baliwas	b a l i w a s
umaum	ʔ u m a ʔ u m
iswad	ʔ i s w a d
kumento	k u m e n t o
sitwasyon	s i t w a s j o n
patak	p a t a k
patipati	p a t i p a t i
tuyain	t u j a ʔ i n
buntal	b u n t a l
halea	h a l e a
botiha	b o t i h a
ibahaw	ʔ i b a h a w
desentralisasyon	d e s e n t ɾ a l i s a s j o n
bibigay	b i b i ɡ a j
maaasim	m a ʔ a ʔ a s i m
diba	d i b a
adberbyo	ʔ a d b e ɾ b j o
kindat	k i n d a t
makauri	m a k a ʔ u ɾ i ʔ
kabesado	k a b e s a d o
saligan	s a l i ɡ a n
tagaangkat	t a ɡ a ʔ a ŋ k a t
panulat	p a n u l a t
masiyasat	m a s i a s a t
palagi	p a l a ɡ i ʔ
aplike	ʔ a p l i k e
tae	t a ʔ e
akinse	ʔ a k i n s e
tinag	t i n a ɡ
dagim	d a ɡ i m
dalita	d a l i t a ʔ
aksentwasyon	ʔ a k s e n t w a s j o n
kasingkahulugan	k a s i ŋ k a h u l u ɡ a n
hariharian	h a ɾ i ʔ h a ɾ i ʔ a n
magiting	m a ɡ i t i ŋ
ngikngik	ŋ i k ŋ i k
ikadalawa	ʔ i k a d a l a w a
isdangbituin	ʔ i s d a ŋ b i t u ʔ i n
matinis	m a t i n ʔ i s
malindol	m a l i n d o l
panitan	p a n i t ʔ a n
guryon	ɡ u ɾ j o n
taghirap	t a ɡ h i ɾ a p
habyog	h a b j o ɡ
akompanyamiento	ʔ a k o m p a n j a m j e n t o
pahatidkawad	p a h a t i d k a w a d
binting	b i n t i ŋ
lupa	l u p a ʔ
tinalunan	t i n a l u n a n
diyornal	d i o ɾ n a l
halal	h a l a l
luwan	l u a n
puwersahin	p u e ɾ s a h i n
biyograpikal	b i o ɡ ɾ a p i k a l
manalo	m a n a l o
hinahabol	h i n a h a b o l
labindalawa	l a b i n d a l a w a
abrasador	ʔ a b ɾ a s a d o ɾ
intablado	ʔ i n t a b l a d o
aksento	ʔ a k s e n t o
bolabola	b o l a b o l a
magpakailanman	m a ɡ p a k a ʔ i l a n m a n
punong	p u n o ŋ
asetilin	ʔ a s e t i l i n
kilates	k i l a t e s
hugis	h u ɡ i s
hasel	h a s e l
reperensiya	ɾ e p e ɾ e n s i a
nanamantala	n a n a m a n t a l a
pamomolitika	p a m o m o l i t i k a
doktora	d o k t o ɾ a
kapulisan	k a p u l i s a n
kwatro	k w a t ɾ o
palayasin	p a l a j a s i n
mapera	m a p e ɾ a
dadalawa	d a d a l a w a
talasokrasiya	t a l a s o k ɾ a s i a
balatbuwaya	b a l a t b u a j a
bayadhila	b a j a d h i l a ʔ
sampaybakod	s a m p a j b a k o d
amnestiya	ʔ a m n e s t i a
ngilo	ŋ i l o
mabutas	m a b u t a s
kartunist	k a ɾ t u n i s t
mamalis	m a m a l i s
rupero	ɾ u p e ɾ o
halom	h a l o m
paimbabaw	p a ʔ i m b a b a w
rebulto	ɾ e b u l t o
talalahian	t a l a l a h i ʔ a n
sangkutsa	s a ŋ k u t͡ʃ a
kina	k i n a
mapagkamalan	m a p a ɡ k a m a l a n
ariya	ʔ a ɾ i a
aruy	ʔ a ɾ u j
estadistika	ʔ e s t a d i s t i k a
meyl	m e j l
balarila	b a l a ɾ i l a ʔ
deontolohiya	d e o n t o l o h i a
plahelante	p l a h e l a n t e
abroga	ʔ a b ɾ o ɡ a
bistek	b i s t e k
akompanyamento	ʔ a k o m p a n j a m e n t o
ensemada	ʔ e n s e m a d a
maalab	m a ʔ a l a b
intoksikasyon	ʔ i n t o k s i k a s j o n
araling	ʔ a ɾ a l i ŋ
bayoneta	b a j o n e t a
sentro	s e n t ɾ o
kudlit	k u d l i t
punsoy	p u n s o j
katog	k a t o ɡ
lagyan	l a ɡ j a n
mababagyo	m a b a b a ɡ j o
posturyoso	p o s t u ɾ j o s o
barong	b a ɾ o ŋ
supositoryo	s u p o s i t o ɾ j o
heroglipiko	h e ɾ o ɡ l i p i k o
repinado	ɾ e p i n a d o
gumising	ɡ u m i s i ŋ
pinasyalan	p i n a s j a l a n
lamod	l a m o d
dulos	d u l o s
matrikula	m a t ɾ i k u l a
pilik	p i l i k
alpas	ʔ a l p a s
pangngalan	p a ŋ ŋ a l a n
dilambuwaya	d i l a m b u a j a
mabuhay	m a b u h a j
purgoneta	p u ɾ ɡ o n e t a
tsireta	t͡ʃ i ɾ e t a
mulimuli	m u l i ʔ m u l i ʔ
parausan	p a ɾ a ʔ u s a n
kuwago	k u a ɡ o
aselerador	ʔ a s e l e ɾ a d o ɾ
panganay	p a ŋ a n a j
hunta	h u n t a
isabuhay	ʔ i s a b u h a j
lispu	l i s p u
sunsong	s u n s o ŋ
alehandrino	ʔ a l e h a n d ɾ i n o
takam	t a k a m
panguuyam	p a ŋ ʔ u ʔ u j a m
biya	b i a ʔ
kardenalato	k a ɾ d e n a l a t o
pagsusunog	p a ɡ s u s u n o ɡ
tayuwat	t a j u a t
konggresista	k o ŋ ɡ ɾ e s i s t a
antisepsya	ʔ a n t i s e p s j a
pandisal	p a n d i s a l
himpapawir	h i m p a p a w i ɾ
patupat	p a t u p a t
alpil	ʔ a l p i l
albolaryo	ʔ a l b o l a ɾ j o
timbog	t i m b o ɡ
karinderya	k a ɾ i n d e ɾ j a
ekis	ʔ e k i s
sigsa	s i ɡ s a
bagunsakupin	b a ɡ u n s a k u p i n
adisyunal	ʔ a d i s j u n a l
itulad	ʔ i t u l a d
alyenasyon	ʔ a l j e n a s j o n
pagkakasundo	p a ɡ k a k a s u n d o ʔ
diyona	d i o n a
magdalaga	m a ɡ d a l a ɡ a
katapatangasal	k a t a p a t a ŋ ʔ a s a l
heron	h e ɾ o n
kopyahin	k o p j a h i n
ng	ŋ
pagiinitan	p a ɡ ʔ i ʔ i n i t a n
keik	k e j k
agwanta	ʔ a ɡ w a n t a
antiparasitiko	ʔ a n t i p a ɾ a s i t i k o
mulkaphay	m u l k a p h a j
bihilante	b i h i l a n t e
ketongin	k e t o ŋ i n
buwor	b u o ɾ
pananabotahe	p a n a n a b o t a h e
aghamtao	ʔ a ɡ h a m t a ʔ o
sisihan	s i s i h a n
kloropila	k l o ɾ o p i l a
kumboy	k u m b o j
diyabetiko	d i a b e t i k o
subersibo	s u b e ɾ s i b o
akata	ʔ a k a t a
historyador	h i s t o ɾ j a d o ɾ
tukangagila	t u k a ŋ ʔ a ɡ i l a
heke	h e k e
kahindikhindik	k a h i n d i k h i n d i k
atakihin	ʔ a t a k i h i n
salpukin	s a l p u k i n
kahawig	k a h a w i ɡ
aryap	ʔ a ɾ j a p
katinisan	k a t i n i s a n
balol	b a l o l
ways	w a j s
iniinom	ʔ i n i ʔ i n o m
tiyuka	t i u k a ʔ
magtubig	m a ɡ t u b i ɡ
biyahero	b i a h e ɾ o
idaos	ʔ i d a ʔ o s
salirandang	s a l i ɾ a n d a ŋ
magbigay	m a ɡ b i ɡ a j
kombo	k o m b o
magkabuhosutang	m a ɡ k a b u h o s ʔ u t a ŋ
haluhalo	h a l u ʔ h a l o ʔ
linggam	l i ŋ ɡ a m
tulatod	t u l a t o d
primitibo	p ɾ i m i t i b o
arsilya	ʔ a ɾ s i l j a
kinyentos	k i n j e n t o s
naligo	n a l i ɡ o ʔ
tagasaan	t a ɡ a s a ʔ a n
langgotse	l a ŋ ɡ o t͡ʃ e
bumasa	b u m a s a
katibayan	k a t i b a j a n
kinalunisan	k i n a l u n i s a n
muhi	m u h i ʔ
naylon	n a j l o n
layi	l a j i
ikapuo	ʔ i k a p u ʔ o ʔ
salasala	s a l a s a l a
pumuti	p u m u t i ʔ
laang	l a ʔ a ŋ
tulala	t u l a l a ʔ
talabing	t a l a b i ŋ
mahadlika	m a h a d l i k a
yerbabuwena	j e ɾ b a b u e n a
kongreso	k o ŋ ɡ ɾ e s o
mamanlaw	m a m a n l a w
sandata	s a n d a t a
dipterya	d i p t e ɾ j a
depresyon	d e p ɾ e s j o n
mangaawit	m a ŋ ʔ a ʔ a w i t
salosalo	s a l o s a l o
lenggwa	l e ŋ ɡ w a
magkapaa	m a ɡ k a p a ʔ a
lagan	l a ɡ a n
tagtrangkaso	t a ɡ t ɾ a ŋ k a s o
ising	ʔ i s i ŋ
klerk	k l e ɾ k
paraan	p a ɾ a ʔ a n
relihiyoso	ɾ e l i h i o s o
tambiyolo	t a m b i o l o
kabila	k a b i l a ʔ
agariko	ʔ a ɡ a ɾ i k o
kamustahin	k a m u s t a h i n
patatagin	p a t a t a ɡ i n
ekisan	ʔ e k i s a n
liderkabataan	l i d e ɾ k a b a t a ʔ a n
rekonsilyasyon	ɾ e k o n s i l j a s j o n
wiski	w i s k i
hanbag	h a n b a ɡ
nanlilimahid	n a n l i l i m a h i d
mabali	m a b a l i ʔ
kasalimuutan	k a s a l i m u ʔ u t a n
raha	ɾ a h a
egalitaryo	ʔ e ɡ a l i t a ɾ j o
tubiggripo	t u b i ɡ ɡ ɾ i p o
diperensiya	d i p e ɾ e n s i a
gala	ɡ a l a ʔ
dawag	d a w a ɡ
tantsing	t a n t͡ʃ i ŋ
magkape	m a ɡ k a p e
amonyako	ʔ a m o n j a k o
ma	m a
agwakolonya	ʔ a ɡ w a k o l o n j a
kuwapaw	k u a p a w
pambungad	p a m b u ŋ a d
itu	ʔ i t u
ikadalawampu	ʔ i k a d a l a w a m p u ʔ
kusing	k u s i ŋ
dagok	d a ɡ o k
opis	ʔ o p i s
limitasyon	l i m i t a s j o n
trisiklo	t ɾ i s i k l o
lagwas	l a ɡ w a s
vidyoke	v i d j o k e
gadgad	ɡ a d ɡ a d
lingon	l i ŋ o n
akasiya	ʔ a k a s i a
magsunog	m a ɡ s u n o ɡ
mangingitlog	m a ŋ i ŋ i t l o ɡ
maglista	m a ɡ l i s t a
tindalo	t i n d a l o ʔ
pederalismo	p e d e ɾ a l i s m o
letaniya	l e t a n i a
magaling	m a ɡ a l i ŋ
ikwilateral	ʔ i k w i l a t e ɾ a l
tasbi	t a s b i
agosputik	ʔ a ɡ o s p u t i k
aksentuwado	ʔ a k s e n t u a d o
banaba	b a n a b a
ukol	ʔ u k o l
panghilis	p a ŋ h i l i s
adberbiyal	ʔ a d b e ɾ b i a l
trapeseyo	t ɾ a p e s e o
pensiyon	p e n s i o n
magbibigas	m a ɡ b i b i ɡ a s
tiwalagan	t i w a l a ɡ a n
prostitusyon	p ɾ o s t i t u s j o n
buntot	b u n t o t
talakitok	t a l a k i t o k
kapanganakan	k a p a ŋ a n a k a n
sinkretismo	s i ŋ k ɾ e t i s m o
subla	s u b l a
kabalian	k a b a l i ʔ a n
sagad	s a ɡ a d
karupukan	k a ɾ u p u k a n
sundong	s u n d o ŋ
langis	l a ŋ i s
isputing	ʔ i s p u t i ŋ
alpaybato	ʔ a l p a j b a t o
akromatiko	ʔ a k ɾ o m a t i k o
ngingi	ŋ i ŋ i ʔ
pasangawa	p a s a ŋ ʔ a w a ʔ
kaagnasan	k a ʔ a ɡ n a s a n
ligat	l i ɡ a t
arminyo	ʔ a ɾ m i n j o
musoleyo	m u s o l e o
liwayway	l i w a j w a j
yeba	j e b a
bulo	b u l o ʔ
magpasan	m a ɡ p a s a n
lupaypay	l u p a j p a j
ikalima	ʔ i k a l i m a
pasensiyahan	p a s e n s i a h a n
gawin	ɡ a w i n
senglot	s e ŋ l o t
atreynta	ʔ a t ɾ e j n t a
tok	t o k
pagala	p a ɡ a l a ʔ
dagdagan	d a ɡ d a ɡ a n
alkalina	ʔ a l k a l i n a
tiyanggi	t i a ŋ ɡ i ʔ
magtricycle	m a ɡ t ɾ a j s i k e l
molave	m o l a v e
makasalanan	m a k a s a l a n a n
tayangtang	t a j a ŋ t a ŋ
alterasiyon	ʔ a l t e ɾ a s i o n
panakda	p a n a k d a ʔ
panggingge	p a ŋ ɡ i ŋ ɡ e
kalba	k a l b a
maghabi	m a ɡ h a b i
mananakay	m a n a n a k a j
sisikat	s i s i k a t
esenaryo	ʔ e s e n a ɾ j o
panot	p a n o t
baliwis	b a l i w i s
sumangayon	s u m a ŋ ʔ a j o n
deportasyon	d e p o ɾ t a s j o n
abretapa	ʔ a b ɾ e t a p a
makaluma	m a k a l u m a ʔ
minatay	m i n a t a j
propesyon	p ɾ o p e s j o n
inaanula	ʔ i n a ʔ a n u l a
samantala	s a m a n t a l a
tinloy	t i n l o j
basangbasa	b a s a ŋ b a s a
alehilyos	ʔ a l e h i l j o s
tambok	t a m b o k
agwad	ʔ a ɡ w a d
layak	l a j a k
putoksabuho	p u t o k s a b u h o ʔ
hagunoy	h a ɡ u n o j
antagoniko	ʔ a n t a ɡ o n i k o
limpa	l i m p a ʔ
kumintang	k u m i n t a ŋ
panutog	p a n u t o ɡ
aktwalidad	ʔ a k t w a l i d a d
posil	p o s i l
halumbaba	h a l u m b a b a ʔ
kalit	k a l i t
libay	l i b a j
bruhula	b ɾ u h u l a
suligi	s u l i ɡ i ʔ
diyametro	d i a m e t ɾ o
makiapid	m a k i ʔ a p i d
tamaan	t a m a ʔ a n
resepsiyon	ɾ e s e p s i o n
prediksyon	p ɾ e d i k s j o n
kiyamoy	k i a m o j
lektiyur	l e k t i u ɾ
planggana	p l a ŋ ɡ a n a
kerubin	k e ɾ u b i n
altruista	ʔ a l t ɾ u i s t a
midya	m i d j a
taongbayan	t a ʔ o ŋ b a j a n
saspek	s a s p e k
medyaagwa	m e d j a ʔ a ɡ w a
kukutsarahin	k u k u t͡ʃ a ɾ a h i n
rurok	ɾ u ɾ o k
bulsiko	b u l s i k o
peklat	p e k l a t
bilulo	b i l u l o
mantinimyento	m a n t i n i m j e n t o
maalinsangan	m a ʔ a l i n s a ŋ a n
panghimagas	p a ŋ h i m a ɡ a s
makdo	m a k d o ʔ
eksalumna	ʔ e k s a l u m n a
abereyj	ʔ a b e ɾ e j d͡ʒ
iniri	ʔ i n i ɾ i
debotelya	d e b o t e l j a
palikuran	p a l i k u ɾ a n
hadlika	h a d l i k a ʔ
kahog	k a h o ɡ
bireta	b i ɾ e t a
bakahan	b a k a h a n
beysbol	b e j s b o l
monoptonggo	m o n o p t o ŋ ɡ o
inandiwa	ʔ i n a n d i w a ʔ
karitela	k a ɾ i t e l a
sihang	s i h a ŋ
taglamig	t a ɡ l a m i ɡ
padalhan	p a d a l h a n
manggulo	m a ŋ ɡ u l o
konsumer	k o n s u m e ɾ
kulatkulat	k u l a t k u l a t
inaama	ʔ i n a ʔ a m a
bahaypukyutan	b a h a j p u k j u t a n
sibsib	s i b s i b
aral	ʔ a ɾ a l
kunin	k u n i n
himatayin	h i m a t a j i n
taingambaboy	t a j ŋ a m b a b o j
kupon	k u p o n
salitain	s a l i t a ʔ i n
sakalin	s a k a l i n
kard	k a ɾ d
detalyado	d e t a l j a d o
glasyal	ɡ l a s j a l
paglilikha	p a ɡ l i l i k h a ʔ
timbulan	t i m b u l a n
mangaroling	m a ŋ a ɾ o l i ŋ
kabanata	k a b a n a t a ʔ
babaihin	b a b a ʔ i h i n
buo	b u ʔ o ʔ
mananawid	m a n a n a w i d
demotor	d e m o t o ɾ
ugnayan	ʔ u ɡ n a j a n
matalik	m a t a l i k
yatihan	j a t i h a n
panunumpa	p a n u n u m p a ʔ
apirma	ʔ a p i ɾ m a
sanayan	s a n a j a n
mapagmatyag	m a p a ɡ m a t j a ɡ
krematoryo	k ɾ e m a t o ɾ j o
pasan	p a s a n
salakata	s a l a k a t a ʔ
pinapalayas	p i n a p a l a j a s
koronahan	k o ɾ o n a h a n
ranggo	ɾ a ŋ ɡ o
nguni	ŋ u n i ʔ
magsahig	m a ɡ s a h i ɡ
kompensasyon	k o m p e n s a s j o n
osa	ʔ o s a
mamagitan	m a m a ɡ i t a n
kiyaw	k i a w
ampiteatro	ʔ a m p i t e a t ɾ o
pagpupugot	p a ɡ p u p u ɡ o t
psikolohia	s i k o l o h i a
tanghalingtapat	t a ŋ h a l i ŋ t a p a t
baklaran	b a k l a ɾ a n
dahas	d a h a s
karimlan	k a ɾ i m l a n
pasteleria	p a s t e l e ɾ i a
lihamaplikasyon	l i h a m ʔ a p l i k a s j o n
sakla	s a k l a ʔ
taggutom	t a ɡ ɡ u t o m
itsa	ʔ i t͡ʃ a
oho	ʔ o h o ʔ
kontrobersyal	k o n t ɾ o b e ɾ s j a l
direksiyon	d i ɾ e k s i o n
rebokasyon	ɾ e b o k a s j o n
lektern	l e k t e ɾ n
balikasa	b a l i k ʔ a s a
bigamya	b i ɡ a m j a
panglukbutan	p a ŋ l u k b u t a n
tisa	t i s a ʔ
istapador	ʔ i s t a p a d o ɾ
nobenaryo	n o b e n a ɾ j o
sinamangpalad	s i n a m a ŋ p a l a d
kamalasan	k a m a l a s a n
ayuyang	ʔ a j u j a ŋ
handog	h a n d o ɡ
salangit	s a l a ŋ i t
ektarea	ʔ e k t a ɾ e a
publikong	p u b l i k o ŋ
tensyonado	t e n s j o n a d o
katiglan	k a t i ɡ l a n
kulase	k u l a s e
pugante	p u ɡ a n t e
agawan	ʔ a ɡ a w a n
panggagantso	p a ŋ ɡ a ɡ a n t͡ʃ o
adiya	ʔ a d i a ʔ
makoto	m a k o t o
impit	ʔ i m p i t
katok	k a t o k
yaga	j a ɡ a ʔ
mangudyok	m a ŋ ʔ u d j o k
suam	s u ʔ a m
agwamadre	ʔ a ɡ w a m a d ɾ e
heosiyensiya	h e o s i e n s i a
singkal	s i ŋ k a l
damongmarya	d a m o ŋ m a ɾ j a
sentigramo	s e n t i ɡ ɾ a m o
pemenismo	p e m e n i s m o
retraksiyon	ɾ e t ɾ a k s i o n
pantablay	p a n t a b l a j
siopao	s i o p a w
pinagong	p i n a ɡ o ŋ
kunyas	k u n j a s
alitan	ʔ a l i t a n
ikyan	ʔ i k j a n
kambas	k a m b a s
agalyas	ʔ a ɡ a l j a s
kinatawan	k i n a t a w a n
sanglay	s a ŋ l a j
agwaposo	ʔ a ɡ w a p o s o
anestesyahan	ʔ a n e s t e s j a h a n
bupe	b u p e
usigin	ʔ u s i ɡ i n
tagaktak	t a ɡ a k t a k
libeloso	l i b e l o s o
tumukso	t u m u k s o
disiplina	d i s i p l i n a
magdalangtao	m a ɡ d a l a ŋ t a ʔ o
isapelikula	ʔ i s a p e l i k u l a
dagangbukid	d a ɡ a ŋ b u k i d
liriks	l i ɾ i k s
kulasisi	k u l a s i s i ʔ
hinguha	h i ŋ u h a
gayang	ɡ a j a ŋ
despaborisido	d e s p a b o ɾ i s i d o
kahig	k a h i ɡ
maybahay	m a j b a h a j
haydrodyen	h a j d ɾ o d j e n
malalin	m a l a l i n
aeroteknya	ʔ a e ɾ o t e k n j a
prak	p ɾ a k
bolyum	b o l j u m
amogis	ʔ a m o ɡ i s
muskabado	m u s k a b a d o
diyodorante	d i o d o ɾ a n t e
palibotsulat	p a l i b o t s u l a t
sipay	s i p a j
nanhaw	n a n h a w
taltaguhit	t a l t a ɡ u h i t
manlilimwad	m a n l i l i m w a d
abrakadabra	ʔ a b ɾ a k a d a b ɾ a
dyaket	d j a k e t
asim	ʔ a s i m
sahang	s a h a ŋ
galula	ɡ a l u l a
kabaian	k a b a ʔ i ʔ a n
likat	l i k a t
abisuhan	ʔ a b i s u h a n
sedisyon	s e d i s j o n
alkoholisa	ʔ a l k o h o l i s a
tatang	t a t a ŋ
oktopus	ʔ o k t o p u s
magbabaka	m a ɡ b a b a k a
basagulero	b a s a ɡ ʔ u l e ɾ o
baksa	b a k s a
lohwa	l o h w a
tarya	t a ɾ j a
saliro	s a l i ɾ o
ahete	ʔ a h e t e
sustansiya	s u s t a n s i a
hugasbigas	h u ɡ a s b i ɡ a s
abunkulokal	ʔ a b u ŋ k u l o k a l
esparago	ʔ e s p a ɾ a ɡ o
bayadhipa	b a j a d h i p a ʔ
minandal	m i n a n d a l
labintador	l a b i n t a d o ɾ
iresponsibilidad	ʔ i ɾ e s p o n s i b i l i d a d
agamahan	ʔ a ɡ a m a h a n
duhat	d u h a t
maglaway	m a ɡ l a w a j
saklaw	s a k l a w
mulawin	m u l a w i n
bulagsak	b u l a ɡ s a k
balbakwa	b a l b a k w a
auno	ʔ a ʔ u n o
ligamgam	l i ɡ a m ɡ a m
lingunan	l i ŋ u n a n
gulo	ɡ u l o
liksi	l i k s i ʔ
balahak	b a l a h a k
kantin	k a n t i n
lakdawyugto	l a k d a w j u ɡ t o ʔ
singguwatse	s i ŋ ɡ u a t͡ʃ e
antikomunista	ʔ a n t i k o m u n i s t a
aaminin	ʔ a ʔ a m i n i n
agbang	ʔ a ɡ b a ŋ
konsiderahin	k o n s i d e ɾ a h i n
bagko	b a ɡ k o ʔ
bulalo	b u l a l o ʔ
pahibnin	p a h i b n i n
kombinasyon	k o m b i n a s j o n
gadaliri	ɡ a d a l i ɾ i ʔ
gilawgaw	ɡ i l a w ɡ a w
mayoldomo	m a j o l d o m o
mayamayain	m a j a ʔ m a j a ʔ i n
pangkat	p a ŋ k a t
hindot	h i n d o t
olats	ʔ o l a t s
magaantigo	m a ɡ ʔ a ʔ a n t i ɡ o
transparensi	t ɾ a n s p a ɾ e n s i
dealkiler	d e ʔ a l k i l e ɾ
badhala	b a d h a l a ʔ
lumakas	l u m a k a s
sigan	s i ɡ a n
atribida	ʔ a t ɾ i b i d a
sandana	s a n d a n a ʔ
tulas	t u l a s
humalili	h u m a l i l i
litsidlan	l i t s i d l a n
akre	ʔ a k ɾ e
kabaretista	k a b a ɾ e t i s t a
kasundaluhan	k a s u n d a l u h a n
ilohikal	ʔ i l o h i k a l
manhik	m a n h i k
alkabus	ʔ a l k a b u s
ereser	ʔ e ɾ e s e ɾ
magtraysikel	m a ɡ t ɾ a j s i k e l
kakuwentuhan	k a k u e n t u h a n
italik	ʔ i t a l i k
dyeli	d j e l i
amoroso	ʔ a m o ɾ o s o
lumago	l u m a ɡ o ʔ
mapagmahal	m a p a ɡ m a h a l
realistiko	ɾ e a l i s t i k o
karsonsilyo	k a ɾ s o n s i l j o
awanhaydrohan	ʔ a w a n h a j d ɾ o h a n
aligid	ʔ a l i ɡ i d
lengguwa	l e ŋ ɡ u a
gusgusin	ɡ u s ɡ u s i n
antisemitiko	ʔ a n t i s e m i t i k o
aklatpampaaralan	ʔ a k l a t p a m p a ʔ a ɾ a l a n
adisisyete	ʔ a d i s i s j e t e
kakompletuhan	k a k o m p l e t u h a n
pakunwari	p a k u n w a ɾ i ʔ
kalabhasaan	k a l a b h a s a ʔ a n
husga	h u s ɡ a
midyum	m i d j u m
damitpanloob	d a m i t p a n l o ʔ o b
imbentuhin	ʔ i m b e n t u h i n
kondo	k o n d o
tanigi	t a n i ɡ i ʔ
linggal	l i ŋ ɡ a l
idra	ʔ i d ɾ a
kumplikado	k u m p l i k a d o
halihaw	h a l i h a w
eskuwala	ʔ e s k u a l a
hatidsundo	h a t i d s u n d o ʔ
sigalot	s i ɡ a l o t
pamamlahiyo	p a m a m l a h i o
sutla	s u t l a ʔ
magmatigas	m a ɡ m a t i ɡ a s
materyal	m a t e ɾ j a l
puhag	p u h a ɡ
terible	t e ɾ i b l e
kasula	k a s u l a
palakaibigan	p a l a k a ʔ i b i ɡ a n
miskonsepsyon	m i s k o n s e p s j o n
koral	k o ɾ a l
sulupanaka	s u l u p a n a k a ʔ
basista	b a s i s t a
daungan	d a ʔ u ŋ a n
krema	k ɾ e m a
aseptable	ʔ a s e p t a b l e
milma	m i l m a
lunukin	l u n ʔ u k i n
kubaw	k u b a w
meganon	m e ɡ a n o n
gukgok	ɡ u k ɡ o k
pipitchugin	p i p i t͡ʃ u ɡ i n
maykaya	m a j k a j a
karomata	k a ɾ o m a t a
kalakpan	k a l a k p a n
bubog	b u b o ɡ
bathaluman	b a t h a l u m a n
ipalinis	ʔ i p a l i n i s
kwarter	k w a ɾ t e ɾ
bukkiping	b u k k i p i ŋ
bilyon	b i l j o n
emisperyo	ʔ e m i s p e ɾ j o
paginom	p a ɡ ʔ i n o m
lumura	l u m u ɾ a ʔ
pasaway	p a s a w a j
konyak	k o n j a k
ditdit	d i t d i t
yukdo	j u k d o
elyo	ʔ e l j o
disko	d i s k o
alog	ʔ a l o ɡ
hasyenda	h a s j e n d a
kumidlat	k u m i d l a t
kameraman	k a m e ɾ a m a n
maugnay	m a ʔ u ɡ n a j
bersiyon	b e ɾ s i o n
