dumulas,dumuˈlas,d̪ʊ.mʊˈlas
dumumi,dumuˈmi,d̪ʊ.mʊˈmɪ
dumungaw,duˈmuŋaw,d̪ʊˈmuː.ŋaʊ̯
dumupok,dumuˈpok,d̪ʊ.mʊˈpok̚
dumura,dumuˈɾaʔ,d̪ʊ.mʊˈɾaʔ
dumurukot,dumuˈɾukot,d̪ʊ.mʊˈɾuː.xot̪̚
dumurungaw,dumuˈɾuŋaw,d̪ʊ.mʊˈɾuː.ŋaʊ̯
dungaw,ˈduŋaw,ˈd̪uː.ŋaʊ̯
dunggol,duŋˈɡol,d̪ʊŋˈɡol
dunggot,duŋˈɡot,d̪ʊŋˈɡot̪̚
dunggulin,duŋɡuˈlin,d̪ʊŋ.ɡʊˈlɪn̪
dungis,ˈduŋis,ˈd̪uː.ŋɪs
dungon,ˈduŋon,ˈd̪uː.ŋon̪
dunong,ˈdunoŋ,ˈd̪uː.n̪oŋ
duong,duˈʔoŋ,d̪ʊˈʔoŋ
duongan,duʔoˈŋan,d̪ʊ.ʔoˈŋan̪
duot,duˈʔot,d̪ʊˈʔot̪̚
dupa,duˈpaʔ,d̪ʊˈpaʔ
dupikal,dupiˈkal,d̪ʊ.pɪˈxal
dupil,ˈdupil,ˈd̪uː.pɪl
dupliket,ˈdupliket,ˌd̪up.lɪˈxɛt̪̚
duplikeyt,ˈduplikejt,ˌd̪up.lɪˈxeɪ̯t̪
dupok,duˈpok,d̪ʊˈpok̚
dupong,ˈdupoŋ,ˈd̪uː.poŋ
dura,duˈɾaʔ,d̪ʊˈɾaʔ
duraan,duˈɾaʔan,d̪ʊˈɾaː.ʔɐn̪
durian,duɾˈjan,d̪ʊɾˈjan̪
duro,ˈduɾoʔ,ˈd̪uː.ɾoʔ
duro-duro,ˌduɾoʔˈduɾoʔ,ˌd̪uː.ɾoʔˈd̪uː.ɾoʔ
durog,duˈɾoɡ,d̪ʊˈɾoɡ̚
durugista,duɾuˈɡista,d̪ʊ.ɾʊˈɣis.t̪ɐ
durukot,duˈɾukot,d̪ʊˈɾuː.xot̪̚
durungaw,duˈɾuŋaw,d̪ʊˈɾuː.ŋaʊ̯
durungawan,duɾuˈŋawan,d̪ʊ.ɾʊˈŋaː.wɐn̪
duryan,duɾˈjan,d̪ʊɾˈjan̪
dusa,ˈdusa,ˈd̪uː.sɐ
dusdos,dusˈdos,d̪ʊsˈd̪os
dusing,ˈdusiŋ,ˈd̪uː.sɪŋ
dusta,dusˈtaʔ,d̪ʊsˈt̪aʔ
dutaan,duˈtaʔan,d̪ʊˈt̪aː.ʔɐn̪
dutaliknayan,dutalikˈnajan,d̪ʊ.t̪ɐ.lɪkˈn̪aː.jɐn̪
dutdot,dutˈdot,d̪ʊt̪ˈd̪ot̪̚
dutdutin,dutduˈtin,d̪ʊt̪.d̪ʊˈt̪ɪn̪
duungan,duˈʔuŋan,d̪ʊˈʔuː.ŋɐn̪
duwag,duˈaɡ,ˈd̪waɡ̚
duwahagi,duaˈhaɡi,d̪wɐˈhaː.ɣɪ
duwal,duˈal,ˈd̪wal
duwalismo,duaˈlismo,d̪wɐˈlis.mo
duwende,duˈende,ˈd̪wɛn̪.d̪ɛ
duweto,duˈeto,ˈd̪wɛː.t̪o
duwong,ˈduoŋ,ˈd̪uː.woŋ
duyan,ˈdujan,ˈd̪uː.jɐn̪
duyog,duˈjoɡ,d̪ʊˈjoɡ̚
duyong,ˈdujoŋ,ˈd̪uː.joŋ
dyadema,djaˈdema,d͡ʒɐˈd̪ɛː.mɐ
dyahe,d͡ʒ,ˈd͡ʒaː.hɛ
dyaket,ˈdjaket,ˈd͡ʒaː.xɛt̪̚
dyakol,djaˈkol,d͡ʒɐˈxol
dyakritiko,djaˈkɾitiko,d͡ʒɐˌkɾiː.t̪ɪˈxo
dyamante,djaˈmante,d͡ʒɐˈman̪.t̪ɛ
dyambol,ˈdjambol,ˈd͡ʒam.bol
dyangket,ˈdjaŋket,ˈd͡ʒaŋ.kɛt̪̚
dyanitor,ˈdjanitoɾ,ˌd͡ʒaː.n̪ɪˈt̪oɾ
dyarea,djaˈɾea,d͡ʒɐˈɾɛː.jɐ
dyaryo,ˈdjaɾjo,ˈd͡ʒaɾ.jo
dyas,ˈdjas,ˈd͡ʒas
dyeli,ˈdjeli,ˈd͡ʒɛː.lɪ
dyenereytor,djeneˈɾejtoɾ,d͡ʒɛ.n̪ɛˈɾeɪ̯.t̪oɾ
dyeresis,ˈdjeɾesis,ˌd͡ʒɛː.ɾɛˈsɪs
dyet,ˈdjet,ˈd͡ʒɛt̪̚
dyeta,ˈdjeta,ˈd͡ʒɛː.t̪ɐ
dyey,ˈdjej,ˈd͡ʒeɪ̯
dyi,dji,d͡ʒɪ
dyimnastiks,djimˈnastiks,d͡ʒɪmˈn̪as.t̪ɪks
dyinggel,ˈdjiŋɡel,ˈd͡ʒiŋ.ɡɛl
dyinodyolog,djinoˈdjoloɡ,d͡ʒɪ.n̪oˈd͡ʒoː.loɡ̚
dyinolog,djiˈnoloɡ,d͡ʒɪˈn̪oː.loɡ̚
dyip,ˈdjip,ˈd͡ʒɪp̚
dyipni,ˈdjipni,ˈd͡ʒip.n̪ɪ
dyobos,ˈdjobos,ˈd͡ʒoː.bos
dyobus,ˈdjobus,ˈd͡ʒoː.bʊs
dyodyologin,djodjoˈloɡin,d͡ʒod.d͡ʒoˈloː.ɣɪn̪
dyoker,ˈdjokeɾ,ˈd͡ʒoː.xɛɾ
dyornal,ˈdjoɾnal,ˈd͡ʒoɾ.n̪ɐl
dyornalismo,ˌdjoɾnaˈlismo,ˌd͡ʒoɾ.n̪ɐˈlis.mo
dyornalista,ˌdjoɾnaˈlista,ˌd͡ʒoɾ.n̪ɐˈlis.t̪ɐ
dyos,ˈdjos,ˈd͡ʒos
dyosa,ˈdjosa,ˈd͡ʒoː.sɐ
dyowa,ˈdjoaʔ,ˈd͡ʒoː.wɐʔ
dyudo,ˈdjudo,ˈd͡ʒuː.d̪o
dyurnal,ˈdjuɾnal,ˈd͡ʒuɾ.n̪ɐl
dyurnalismo,ˌdjuɾnaˈlismo,ˌd͡ʒuɾ.n̪ɐˈlis.mo
dyurnalista,ˌdjuɾnaˈlista,ˌd͡ʒuɾ.n̪ɐˈlis.t̪ɐ
eabab,ˌʔeaˈbab,ˌʔɛː.jɐˈbab̚
ebakwasyon,ʔebakwasˈjon,ʔɛ.bɐk.wɐˈʃon̪
ebanghelikamente,ʔebaŋhelikaˈmente,ʔɛ.bɐŋ.hɛ.lɪ.xɐˈmɛn̪.t̪ɛ
ebanghelista,ʔebaŋheˈlista,ʔɛ.bɐŋ.hɛˈlis.t̪ɐ
ebangsilyo,ʔebaŋˈsiljo,ʔɛ.bɐn̪ˈsil.jo
ebaporada,ʔebapoˈɾada,ʔɛ.bɐ.poˈɾaː.d̪ɐ
ebidensiya,ʔebiˈdensia,ʔɛ.bɪˈd̪ɛn̪.ʃɐ
ebidensya,ʔebiˈdensja,ʔɛ.bɪˈd̪ɛn̪.ʃɐ
ebolusyon,ʔebolusˈjon,ʔɛ.bo.lʊˈʃon̪
ebulusyon,ʔebulusˈjon,ʔɛ.bʊ.lʊˈʃon̪
edad,ʔeˈdad,ʔɛˈd̪ad̪̚
edipisyo,ʔediˈpisjo,ʔɛ.d̪ɪˈpiː.ʃo
edisyon,ʔedisˈjon,ʔɛ.d̪ɪˈʃon̪
editoryal,ʔeditoɾˈjal,ʔɛ.d̪ɪ.t̪oɾˈjal
edukada,ʔeduˈkada,ʔɛ.d̪ʊˈxaː.d̪ɐ
edukado,ʔeduˈkado,ʔɛ.d̪ʊˈxaː.d̪o
edukasyon,ʔedukasˈjon,ʔɛ.d̪ʊ.xɐˈʃon̪
eemyendahan,ˌʔeʔemˌjendaˈhan,ˌʔɛː.ʔɛmˌjɛn̪.d̪ɐˈhan̪
eere,ʔeˈʔeɾe,ʔɛˈʔɛː.ɾɛ
ef,ʔef,ʔɛf
efas,ˈʔefas,ˈʔɛː.fɐs
egalitaryo,ʔeɡaliˈtaɾjo,ʔɛ.ɣɐ.lɪˈt̪aɾ.jo
egemoniya,ʔeɡemoˈnia,ʔɛ.ɣɛ.moˈn̪iː.jɐ
egemonya,ʔeɡeˈmonja,ʔɛ.ɣɛˈmoː.ɲɐ
ehe,ˈʔehe,ˈʔɛː.hɛ
ehekutibo,ʔehekuˈtibo,ʔɛ.hɛ.xʊˈt̪iː.bo
ehemoniya,ʔehemoˈnia,ʔɛ.hɛ.moˈn̪iː.jɐ
ehemonya,ʔeheˈmonja,ʔɛ.hɛˈmoː.ɲɐ
ehemplo,ʔeˈhemplo,ʔɛˈhɛm.plo
ehersisyo,ʔeheɾˈsisjo,ʔɛ.hɛɾˈsiː.ʃo
ehersito,ʔeˈheɾsito,ʔɛˌhɛɾ.sɪˈt̪o
ekiboko,ʔeˈkiboko,ʔɛˌxiː.boˈxo
ekinoks,ˈʔekinoks,ˌʔɛː.xɪˈn̪oks
ekinoksiyo,ʔekiˈnoksio,ʔɛ.xɪˈn̪ok.ʃo
ekinoksyo,ʔekiˈnoksjo,ʔɛ.xɪˈn̪ok.ʃo
ekipahe,ʔekiˈpahe,ʔɛ.xɪˈpaː.hɛ
ekis,ˈʔekis,ˈʔɛː.xɪs
ekisan,ʔeˈkisan,ʔɛˈxiː.sɐn̪
eklipse,ʔekˈlipse,ʔɛkˈlip.sɛ
ekonomiko,ʔekonoˈmiko,ʔɛ.xo.n̪oˈmiː.xo
ekonomista,ʔekonoˈmista,ʔɛ.xo.n̪oˈmis.t̪ɐ
ekonomiya,ʔekonoˈmia,ʔɛ.xo.n̪oˈmiː.jɐ
eks,ʔeks,ʔɛks
eksaherado,ʔeksaheˈɾado,ʔɛk.sɐ.hɛˈɾaː.d̪o
eksaherasyon,ʔeksaheɾasˈjon,ʔɛk.sɐ.hɛ.ɾɐˈʃon̪
eksakto,ʔekˈsakto,ʔɛkˈsak.t̪o
eksalumna,ʔeksaˈlumna,ʔɛk.sɐˈlum.n̪ɐ
eksalumno,ʔeksaˈlumno,ʔɛk.sɐˈlum.n̪o
eksam,ʔekˈsam,ʔɛkˈsam
eksamenasyon,ʔeksamenasˈjon,ʔɛk.sɐ.mɛ.n̪ɐˈʃon̪
eksaminador,ʔeksaminaˈdoɾ,ʔɛk.sɐ.mɪ.n̪ɐˈd̪oɾ
eksaminasyon,ʔeksaminasˈjon,ʔɛk.sɐ.mɪ.n̪ɐˈʃon̪
eksampol,ʔekˈsampol,ʔɛkˈsam.pol
eksayted,ʔekˈsajted,ʔɛkˈsaɪ̯.t̪ɛd̪̚
eksayting,ʔekˈsajtiŋ,ʔɛkˈsaɪ̯.t̪ɪŋ
eksehomo,ʔekseˈhomo,ʔɛk.sɛˈhoː.mo
ekselensiya,ʔekseˈlensia,ʔɛk.sɛˈlɛn̪.ʃɐ
eksema,ʔekˈsema,ʔɛkˈsɛː.mɐ
eksempted,ʔekˈsempted,ʔɛkˈsɛmp.t̪ɛd̪̚
eksemted,ʔekˈsemted,ʔɛkˈsɛm.t̪ɛd̪̚
eksena,ʔekˈsena,ʔɛkˈsɛː.n̪ɐ
eksepsiyon,ʔeksepsiˈon,ʔɛk.sɛpˈʃon̪
ekshibisyon,ʔekshibisˈjon,ʔɛks.hɪ.bɪˈʃon̪
eksibisyon,ʔeksibisˈjon,ʔɛk.sɪ.bɪˈʃon̪
eksibit,ʔekˈsibit,ʔɛkˈsiː.bɪt̪̚
eksihensiya,ʔeksiˈhensia,ʔɛk.sɪˈhɛn̪.ʃɐ
eksilo,ʔekˈsilo,ʔɛkˈsiː.lo
eksilyo,ʔekˈsiljo,ʔɛkˈsil.jo
eksistensiyalismo,ʔeksistensiaˈlismo,ʔɛk.sɪs.t̪ɛn̪.ʃɐˈlis.mo
eksistensyalismo,ʔeksistensjaˈlismo,ʔɛk.sɪs.t̪ɛn̪.ʃɐˈlis.mo
eksklusibo,ʔekskluˈsibo,ʔɛks.klʊˈsiː.bo
eksklusyon,ʔeksklusˈjon,ʔɛks.klʊˈʃon̪
ekskomunikado,ʔekskomuniˈkado,ʔɛks.ko.mʊ.n̪ɪˈxaː.d̪o
ekskomunikasyon,ʔekskomunikasˈjon,ʔɛks.ko.mʊ.n̪ɪ.xɐˈʃon̪
eksorsismo,ʔeksoɾˈsismo,ʔɛk.soɾˈsis.mo
eksotisasyon,ʔeksotisasˈjon,ʔɛk.so.t̪ɪ.sɐˈʃon̪
eksotisisasyon,ʔekˌsotisisasˈjon,ʔɛkˌsoː.t̪ɪ.sɪ.sɐˈʃon̪
ekspedisyon,ʔekspedisˈjon,ʔɛks.pɛ.d̪ɪˈʃon̪
eksperimento,ʔekspeɾiˈmento,ʔɛks.pɛ.ɾɪˈmɛn̪.t̪o
eksperto,ʔeksˈpeɾto,ʔɛksˈpɛɾ.t̪o
eksperyensiya,ʔekspeɾˈjensia,ʔɛks.pɛɾˈjɛn̪.ʃɐ
ekspirasyon,ʔekspiɾasˈjon,ʔɛks.pɪ.ɾɐˈʃon̪
eksplanasyon,ʔeksplanasˈjon,ʔɛks.plɐ.n̪ɐˈʃon̪
eksplikasyon,ʔeksplikasˈjon,ʔɛks.plɪ.xɐˈʃon̪
eksplorador,ʔeksploɾaˈdoɾ,ʔɛks.plo.ɾɐˈd̪oɾ
eksplorasyon,ʔeksploɾasˈjon,ʔɛks.plo.ɾɐˈʃon̪
eksplosibo,ʔeksploˈsibo,ʔɛks.ploˈsiː.bo
eksplosyon,ʔeksplosˈjon,ʔɛks.ploˈʃon̪
eksportasyon,ʔekspoɾtasˈjon,ʔɛks.poɾ.t̪ɐˈʃon̪
ekspresyon,ʔekspɾesˈjon,ʔɛks.pɾɛˈʃon̪
ekspresyonismo,ʔekspɾesjoˈnismo,ʔɛks.pɾɛ.ʃoˈn̪is.mo
ekspulsiyon,ʔekspulsiˈon,ʔɛks.pʊlˈʃon̪
ekstasi,ˈʔekstasi,ˌʔɛks.t̪ɐˈsɪ
ekstra-terestriyal,ˌʔekstɾateɾestɾiˈal,ˌʔɛks.t̪ɾɐt̪ɛ.ɾɛsˈt̪ɾjal
ekstrabagansa,ʔekstɾabaˈɡansa,ʔɛks.t̪ɾɐ.bɐˈɣan̪.sɐ
ekstrabagansiya,ʔekstɾabaˈɡansia,ʔɛks.t̪ɾɐ.bɐˈɣan̪.ʃɐ
ekstrabagansya,ʔekstɾabaˈɡansja,ʔɛks.t̪ɾɐ.bɐˈɣan̪.ʃɐ
ekstranghero,ʔekstɾaŋˈheɾo,ʔɛks.t̪ɾɐŋˈhɛː.ɾo
ekstraterestriyal,ˌʔekstɾateɾestɾiˈal,ˌʔɛks.t̪ɾɐ.t̪ɛ.ɾɛsˈt̪ɾjal
ekstremismo,ʔekstɾeˈmismo,ʔɛks.t̪ɾɛˈmis.mo
ektarea,ʔekˈtaɾea,ʔɛkˌt̪aː.ɾɛˈja
ektarya,ʔekˈtaɾja,ʔɛkˈt̪aɾ.jɐ
ekuwador,ʔekuaˈdoɾ,ʔɛ.kwɐˈd̪oɾ
ekwador,ʔekwaˈdoɾ,ʔɛk.wɐˈd̪oɾ
ekwalidad,ʔekwaliˈdad,ʔɛk.wɐ.lɪˈd̪ad̪̚
ekwinoks,ˈʔekwinoks,ˌʔɛk.wɪˈn̪oks
ekwinoksiyo,ʔekwiˈnoksio,ʔɛk.wɪˈn̪ok.ʃo
ekwinoksyo,ʔekwiˈnoksjo,ʔɛk.wɪˈn̪ok.ʃo
el,ʔel,ʔɛl
elaborasyon,ʔelaboɾasˈjon,ʔɛ.lɐ.bo.ɾɐˈʃon̪
elado,ʔeˈlado,ʔɛˈlaː.d̪o
elastiko,ʔeˈlastiko,ʔɛˌlas.t̪ɪˈxo
elebador,ʔelebaˈdoɾ,ʔɛ.lɛ.bɐˈd̪oɾ
elegansiya,ʔeleˈɡansia,ʔɛ.lɛˈɣan̪.ʃɐ
elegansya,ʔeleˈɡansja,ʔɛ.lɛˈɣan̪.ʃɐ
elehiya,ʔeleˈhia,ʔɛ.lɛˈhiː.jɐ
eleksiyon,ʔeleksiˈon,ʔɛ.lɛkˈʃon̪
eleksyon,ʔelekˈsjon,ʔɛ.lɛkˈʃon̪
elektib,ʔeˈlektib,ʔɛˈlɛk.t̪ɪb̚
elektiv,ʔeˈlektiv,ʔɛˈlɛk.t̪ɪv
elektrisidad,ʔelektɾisiˈdad,ʔɛ.lɛk.t̪ɾɪ.sɪˈd̪ad̪̚
elektrisista,ʔelektɾiˈsista,ʔɛ.lɛk.t̪ɾɪˈsis.t̪ɐ
elektrisyan,ʔelekˈtɾisjan,ʔɛ.lɛkˈt̪ɾiː.ʃɐn̪
elektroiman,ʔelektɾoʔiˈman,ʔɛ.lɛk.t̪ɾo.ʔɪˈman̪
elektrolito,ʔelekˈtɾolito,ʔɛ.lɛkˌt̪ɾoː.lɪˈt̪o
elektromagneto,ʔelektɾomaɡˈneto,ʔɛ.lɛk.t̪ɾo.mɐɡˈn̪ɛː.t̪o
elektroniko,ʔelekˈtɾoniko,ʔɛ.lɛkˌt̪ɾoː.n̪ɪˈxo
elementarya,ʔelemenˈtaɾja,ʔɛ.lɛ.mɛn̪ˈt̪aɾ.jɐ
elepante,ʔeleˈpante,ʔɛ.lɛˈpan̪.t̪ɛ
elesi,ˈʔelesi,ˌʔɛː.lɛˈsɪ
elib,ˈʔelib,ˈʔɛː.lɪb̚
elibs,ˈʔelibs,ˈʔɛː.lɪbs
elikoptero,ʔeliˈkopteɾo,ʔɛ.lɪˌxop.t̪ɛˈɾo
elise,ˈʔelise,ˌʔɛː.lɪˈsɛ
elisi,ˈʔelisi,ˌʔɛː.lɪˈsɪ
elohiyo,ʔeˈlohio,ʔɛˈloː.hjo
elusibo,ʔeluˈsibo,ʔɛ.lʊˈsiː.bo
elye,ˈʔelje,ˈʔɛl.jɛ
elyen,ˈʔeljen,ˈʔɛl.jɛn̪
elyo,ˈʔeljo,ˈʔɛl.jo
em,ʔem,ʔɛm
embahada,ʔembaˈhada,ʔɛm.bɐˈhaː.d̪ɐ
embahador,ʔembahaˈdoɾ,ʔɛm.bɐ.hɐˈd̪oɾ
embalsama,ʔembalsaˈma,ʔɛm.bɐl.sɐˈma
embalsamo,ʔemˈbalsamo,ʔɛmˌbal.sɐˈmo
embelop,ˈʔembelop,ˌʔɛm.bɛˈlop̚
embes,ʔemˈbes,ʔɛmˈbɛs
embornal,ʔemboɾˈnal,ʔɛm.boɾˈn̪al
emburnal,ʔembuɾˈnal,ʔɛm.bʊɾˈn̪al
emerhensiya,ʔemeɾˈhensia,ʔɛ.mɛɾˈhɛn̪.ʃɐ
emisperyo,ʔemisˈpeɾjo,ʔɛ.mɪsˈpɛɾ.jo
emorahiya,ʔemoˈɾahia,ʔɛ.moˈɾaː.hjɐ
emosyon,ʔemosˈjon,ʔɛ.moˈʃon̪
emosyonal,ʔemosjoˈnal,ʔɛ.mo.ʃoˈn̪al
empake,ʔemˈpake,ʔɛmˈpaː.xɛ
empatso,ʔemˈpat͡ʃo,ʔɛmˈpaː.t͡ʃo
empenyo,ʔemˈpenjo,ʔɛmˈpɛː.ɲo
emperatris,ʔempeɾaˈtɾis,ʔɛm.pɛ.ɾɐˈt̪ɾɪs
emperdible,ʔempeɾˈdible,ʔɛm.pɛɾˈd̪iː.blɛ
empermedad,ʔempeɾmeˈdad,ʔɛm.pɛɾ.mɛˈd̪ad̪̚
empermeridad,ʔempeɾmeɾiˈdad,ʔɛm.pɛɾ.mɛ.ɾɪˈd̪ad̪̚
emperyo,ʔemˈpeɾjo,ʔɛmˈpɛɾ.jo
empirisismo,ˌʔempiɾiˈsismo,ˌʔɛm.pɪ.ɾɪˈsis.mo
empleyada,ʔempleˈada,ʔɛm.plɛˈjaː.d̪ɐ
empleyado,ʔempleˈado,ʔɛm.plɛˈjaː.d̪o
empleyo,ʔemˈpleo,ʔɛmˈplɛː.jo
emyenda,ʔemˈjenda,ʔɛmˈjɛn̪.d̪ɐ
emyendahan,ʔemˌjendaˈhan,ʔɛmˌjɛn̪.d̪ɐˈhan̪
en,ʔen,ʔɛn̪
enagwas,ʔeˈnaɡwas,ʔɛˈn̪aɡ.wɐs
endemiko,ʔenˈdemiko,ʔɛn̪ˌd̪ɛː.mɪˈxo
endorso,ʔenˈdoɾso,ʔɛn̪ˈd̪oɾ.so
endoso,ʔenˈdoso,ʔɛn̪ˈd̪oː.so
endyi,ˈʔendji,ˈʔɛn̪.d͡ʒɪ
ene,ˈʔene,ˈʔɛː.n̪ɛ
eñe,ˈʔenje,ˈʔɛː.ɲɛ
enemiga,ʔeneˈmiɡa,ʔɛ.n̪ɛˈmiː.ɣɐ
enemigo,ʔeneˈmiɡo,ʔɛ.n̪ɛˈmiː.ɣo
enerhiya,ʔeneɾˈhia,ʔɛ.n̪ɛɾˈhiː.jɐ
engganyo,ʔeŋˈɡanjo,ʔɛŋˈɡaː.ɲo
engganyoso,ʔeŋɡanˈjoso,ʔɛŋ.ɡɐnˈɲoː.so
engkabesamyento,ʔeŋkabesamˈjento,ʔɛŋ.kɐ.bɛ.sɐmˈjɛn̪.t̪o
engkahe,ʔeŋˈkahe,ʔɛŋˈkaː.hɛ
engkanto,ʔeŋˈkanto,ʔɛŋˈkan̪.t̪o
engkarnadina,ʔeŋkaɾnaˈdina,ʔɛŋ.kɐɾ.n̪ɐˈd̪iː.n̪ɐ
engklitiko,ʔeŋˈklitiko,ʔɛŋˌkliː.t̪ɪˈxo
engkuwentro,ʔeŋkuˈentɾo,ʔɛŋˈkwɛn̪.t̪ɾo
engot,ˈʔeŋot,ˈʔɛː.ŋot̪̚
engrande,ʔeŋˈɡɾande,ʔɛŋˈɡɾan̪.d̪ɛ
enklitiko,ʔeŋˈklitiko,ʔɛŋˌkliː.t̪ɪˈxo
enmiyenda,ʔenmiˈenda,ʔɛn̪ˈmjɛn̪.d̪ɐ
enolohiya,ʔenoloˈhia,ʔɛ.n̪o.loˈhiː.jɐ
ensalada,ʔensaˈlada,ʔɛn̪.sɐˈlaː.d̪ɐ
ensayklopidya,ʔenˌsajkloˈpidja,ʔɛn̪ˌsaɪ̯.kloˈpiː.d͡ʒɐ
ensaymada,ʔensajˈmada,ʔɛn̪.saɪ̯ˈmaː.d̪ɐ
ensemada,ʔenseˈmada,ʔɛn̪.sɛˈmaː.d̪ɐ
ensiklopedya,ʔensikloˈpedja,ʔɛn̪.sɪ.kloˈpɛː.d͡ʒɐ
entablado,ʔentaˈblado,ʔɛn̪.t̪ɐˈblaː.d̪o
entendido,ʔentenˈdido,ʔɛn̪.t̪ɛn̪ˈd̪iː.d̪o
entero,ʔenˈteɾo,ʔɛn̪ˈt̪ɛː.ɾo
entiyendes,ʔentiˈendes,ʔɛn̪ˈt͡ʃɛn̪.d̪ɛs
entrada,ʔenˈtɾada,ʔɛn̪ˈt̪ɾaː.d̪ɐ
entrega,ʔenˈtɾeɡa,ʔɛn̪ˈt̪ɾɛː.ɣɐ
entremetida,ʔentɾemeˈtida,ʔɛn̪.t̪ɾɛ.mɛˈt̪iː.d̪ɐ
entremetido,ʔentɾemeˈtido,ʔɛn̪.t̪ɾɛ.mɛˈt̪iː.d̪o
entri,ˈʔentɾi,ˈʔɛn̪.t̪ɾɪ
entusyasmo,ʔentusˈjasmo,ʔɛn̪.t̪ʊˈʃas.mo
entyendes,ʔenˈtjendes,ʔɛn̪ˈt͡ʃɛn̪.d̪ɛs
enye,ˈʔenje,ˈʔɛː.ɲɛ
epalog,ˌʔepaˈloɡ,ˌʔɛː.pɐˈloɡ̚
epektibo,ʔepekˈtibo,ʔɛ.pɛkˈt̪iː.bo
epekto,ʔeˈpekto,ʔɛˈpɛk.t̪o
eperbesente,ʔepeɾbeˈsente,ʔɛ.pɛɾ.bɛˈsɛn̪.t̪ɛ
epidemya,ʔepiˈdemja,ʔɛ.pɪˈd̪ɛm.jɐ
epiko,ˈʔepiko,ˌʔɛː.pɪˈxo
epilepsiya,ʔepiˈlepsia,ʔɛ.pɪˈlɛp.ʃɐ
epilogo,ʔeˈpiloɡo,ʔɛˌpiː.loˈɣo
episentro,ʔepiˈsentɾo,ʔɛ.pɪˈsɛn̪.t̪ɾo
epistemolohiya,ʔepistemoloˈhia,ʔɛ.pɪs.t̪ɛ.mo.loˈhiː.jɐ
episyente,ʔepisˈjente,ʔɛ.pɪˈʃɛn̪.t̪ɛ
epron,ˈʔepɾon,ˈʔɛː.pɾon̪
equis,ˈʔekis,ˈʔɛː.xɪs
erado,ʔeˈɾado,ʔɛˈɾaː.d̪o
eraldo,ʔeˈɾaldo,ʔɛˈɾal.d̪o
erasyon,ʔeɾasˈjon,ʔɛ.ɾɐˈʃon̪
erbolaryo,ʔeɾboˈlaɾjo,ʔɛɾ.boˈlaɾ.jo
ere,ˈʔeɾe,ˈʔɛː.ɾɛ
eredera,ʔeɾeˈdeɾa,ʔɛ.ɾɛˈd̪ɛː.ɾɐ
eredero,ʔeɾeˈdeɾo,ʔɛ.ɾɛˈd̪ɛː.ɾo
erehe,ʔeˈɾehe,ʔɛˈɾɛː.hɛ
erehiya,ʔeɾeˈhia,ʔɛ.ɾɛˈhiː.jɐ
ereser,ʔeˈɾeseɾ,ʔɛˈɾɛː.sɛɾ
ereyser,ʔeˈɾejseɾ,ʔɛˈɾeɪ̯.sɛɾ
ergu,ˈʔeɾɡu,ˈʔɛɾ.ɡʊ
erkon,ˈʔeɾkon,ˈʔɛɾ.kon̪
ermat,ˈʔeɾmat,ˈʔɛɾ.mɐt̪̚
ermats,ˈʔeɾmats,ˈʔɛɾ.mɐt̪s
ermel,ˈʔeɾmel,ˈʔɛɾ.mɛl
ermeyl,ˈʔeɾmejl,ˈʔɛɾ.meɪ̯l
ermitanyo,ʔeɾmiˈtanjo,ʔɛɾ.mɪˈt̪aː.ɲo
erobika,ʔeˈɾobika,ʔɛˌɾoː.bɪˈxa
erobyo,ʔeˈɾobjo,ʔɛˈɾob.jo
erodinamika,ʔeɾodiˈnamika,ʔɛ.ɾo.d̪ɪˌn̪aː.mɪˈxa
erodinamiko,ʔeɾodiˈnamiko,ʔɛ.ɾo.d̪ɪˌn̪aː.mɪˈxo
erodrom,ˈʔeɾodɾom,ˌʔɛː.ɾoˈd̪ɾom
erodromo,ʔeˈɾodɾomo,ʔɛˌɾoː.d̪ɾoˈmo
erograma,ʔeɾoˈɡɾama,ʔɛ.ɾoˈɡɾaː.mɐ
eronauta,ʔeɾoˈnawta,ʔɛ.ɾoˈn̪aʊ̯.t̪ɐ
eronautika,ʔeɾoˈnawtika,ʔɛ.ɾoˌn̪aʊ̯.t̪ɪˈxa
eronawta,ʔeɾoˈnawta,ʔɛ.ɾoˈn̪aʊ̯.t̪ɐ
eronawtika,ʔeɾoˈnawtika,ʔɛ.ɾoˌn̪aʊ̯.t̪ɪˈxa
eronota,ʔeɾoˈnota,ʔɛ.ɾoˈn̪oː.t̪ɐ
eronotika,ʔeɾoˈnotika,ʔɛ.ɾoˌn̪oː.t̪ɪˈxa
eroplano,ʔeɾoˈplano,ʔɛ.ɾoˈplaː.n̪o
eropobya,ʔeɾoˈpobja,ʔɛ.ɾoˈpob.jɐ
eropuwerto,ʔeɾopuˈeɾto,ʔɛ.ɾoˈpwɛɾ.t̪o
eropwerto,ʔeɾopˈweɾto,ʔɛ.ɾopˈwɛɾ.t̪o
erosol,ˈʔeɾosol,ˌʔɛː.ɾoˈsol
erostatika,ʔeɾosˈtatika,ʔɛ.ɾosˌt̪aː.t̪ɪˈxa
erostatiko,ʔeɾosˈtatiko,ʔɛ.ɾosˌt̪aː.t̪ɪˈxo
erotekniya,ʔeɾoˈteknia,ʔɛ.ɾoˈt̪ɛk.ɲɐ
